id,transcription
1468,I MADE HER FROLLY TOWARDS BECAUSE I THOUGHT FEW MEN WOULD FOLLOW ME FOR I WAS JOHN FIFTEEN YEARS OLD
1469,HAD THE PROWLOCK CARVED THE HEAD WITH OPEN MOUTH AND FORMED TONGUE THRUST OUT
1470,A PAINT OF THE EYES RED FOR ANGER
1471,THEY ARE STAN SO ACHED AND GLARE AND HYPOTES
1472,IN THE STERN I CARVED THE TALE OF ALMOST AS HIGH AS THE HEAD
1473,THERE SHE SAT ON THE ROAR'S AS FAIR SHIP AS I EVER SAW
1474,THEN I WILL GET ME A FARM OR THAT LAND NOW WHO WILL FOLLOW THEE
1475,YOU'S GOT A BOYIN MAN SAID
1476,THIRTY MEN ONE AFTER ANOTHER RAISED THEIR HORNS AND SAID
1477,AS OUR BOAT FLASHED DOWN THE ROARS INTO THE WATER A MAID DISONG AND SANK AT
1478,SO WE HARRY THE COAST OF NORWAY
1479,WE ATE IT MANY MEN'S TABLES ON INVITED
1480,A DRAGON'S BELLY IS NEVER FULL AND ON BOARD WENT THE GOLD
1481,OH IT IS BETTER TO LIVE ON THE SEA AND LET OTHER MEN RAISE YOUR CROPS AND COOK YOUR MEALS
1482,A HOUSE KNOWS A SMOKE A SHIP'S NOSE OF FROLIC
1483, UP AND DOWN THE WATER WE WENT TO GET MUCH WEALTH IN MUCH FROLIC
1484,WHAT HAVE THE FARM ALL OFF NOT YET I ANSWERED BY KING IS BETTER FOR SUMMER
1485,YOU WAS SO DARK THAT I COULD SEE NOTHING BUT A FEW SPARKS ON THE HEARTH
1486,I STOOD WITH MY THAT TO THE WALL FOR I WANTED NO SWORD REACHING OUT OF THE DARK FOR ME
1487,COME COME I CALLED WHEN NO ONE OBEYED A FIRE
1488,BY MEN LAD YES ASKED IN GEHOOD
1489,HE ACTES THOUGH YOU NOT EXPECT TO US
1490,ON A BENCH IN A FAR CORNER WHERE A DOZEN PEOPLE HUDDLED TOGETHER
1491,BRINGING THE TABLE WE ARE HUNGRY
1492,THE THROWS WERE RINGING IN A GREAT POT OF MEAT
1493,THEY SET UP A CRANE OF THE FIRE AND HUNG THE POT UPON IT AND WE SAT AND WATCHED OF BOIL WHILE WE JOKED AT LAST THE SUPPER AGAIN
1494,THE FARMER SAT BLOOMLY ON THE MENTION WHEN NOT EAT AND YOU CANNOT WONDER FOR HE SAW US PUTTING PUFFLES OF HIS GOOD BETH AND BASKETLESS ABREET AND ARE BIG MOUTHS
1495,YOU WOULD NOT EAT WITH US YOU CANNOT SAY NO TO HAVE OF MY OLD I DRINK THIS TO YOUR HEALTH
1496,THAN I DRANK HALF OF THE MOURNFUL AND SET THE REST ACROSS THE FIRE TO THE FARMER HE TOOK IT IN SMILE'S SAYING
1497,DRAVER HAVE SUCH A LORDLY GUESSED BEFORE I WENT ON
1498,SO I WILL GIVE UP THIS LAW THAT MY MEN SHALL NEVER LEAVE YOU ALONE
1499,HALK IN THIS SHALL BE YOUR CONSTANT COMPANION FOR AN FARMER
1500,HE SHALL NOT LEAVE YOU DARE NIGHT WITH A LURKING OR PLAYING OR SLEEPING
1501,I NAME NINE OTHERS AND SAID
1502,AND THESE SHALL FOLLOW YOUR THRALLS IN THE SAME WAY
1503,TO I SET GUARDS OVER EVERY ONE IN THAT HOUSE
1504,SO NO TALES GOT OUT TO THE NEIGHBOR'S BESIDES IT WAS A LONELY PLACE AND BY GOOD LUCK NO ONE CAME THAT WAY
1505,THERE EYES DANCED BIG POORLY STOOD UP AND STRETCHED HIMSELF
1506,I'M STIFF WITH LONG SAID HE SAID IACH FOR A FIGHT I TURNED TO THE FARMER
1507,THIS IS OUR LAST FEAST WITH YOU I SAID
1508,BY THE BEARD OF OLD KNOCK CRIED YOU HAVE TAKEN OUR JOKE A MAN
1509,MY MEN POUND OF THE TABLE WITH THEIR FISTS
1510,BY THE HEMOR OF THORH SHOUTED GRUMP THERE IS NO STENGE COWARD
1511,HERE FRIEND TAKE IT THRUST INTO THE FARMERS HAND
1512,BE YOU DRINK HEART SEES FROM IT FOR MANY YEARS
1513,AND WITH IT I LEAVE YOU A NAME STIFF THE FRIENDLY I SHALL HOPE TO DRINK WITH YOU SOME TIME AND VALL
1514,HERE IS A RING FOR STIFF THE FRIENDLY AND HERE IS A BRACELET AND A SWORD WOULD NOT BE ASHAMED TO HANG IT YOUR SIDE
1515,I TOOK FIVE BRAKESLETS OF GOLD FROM OUR TREAS JUST AND GAVE THEM TO HIM
1516,THAT IS THE BEST WAY WHOSE SIDE THE SPIRIT WILL ALWAYS POINT SOMEWHERE AND ONE THING IS AS GOOD AS ANOTHER
1517,THAT TIME IT POINTED YOUR FATHER'S SHIPS
1518,HERE THEY SAID AS A RASCAL WHO HAS BEEN HAIRING OUR COAST
1519,WE SUNK A SHIP AND MEN BUT HIM WE BROUGHT TO YOU
1520,A ROBBER FIGHTING SAID THE KING AND HE SCALDED AT ME
1521,YES HIM WITH ALL YOUR FINGERS IT TOOK YOU A YEAR TO CATCH ME THE KING FROWNED MORE ANGRILY
1522,TAKE HIM OUT TORPED OLD AND LET HIM TAKE YOUR SWORD
1523,YOUR MOTHER THE QUEEN WAS STANDING BY
1524,NOW SHE PUT HER HAND ON HIS ARM AND SMILED AND SAID
1525,AND WOULD HE NOT BE A GOOD GIFT FOR A BABY
1526,YOU'RE FATHER THOUGHT A MOMENT AND LOOKED AT YOUR MOTHER AND SMILED
1527,SAWVED HEART HE SAID GENTLY TO HER THEN TO CIRCLE WELL LET HIM GO TORQUIL
1528,THEN HE TURNED TO ME AGAIN FROWNING
1529,BUT YOUNG SHARP TONGUE NOW THE WE'VE CAUGHT YOU WILL PUT YOU INTO A TRAP THAT YOU CANNOT GET OUT OF
1530,SO I LIVED AND NOW YOU TWO THRALL WELL IT IS THE LUCK OF WAR
1531,IT WAS ONE OF THE MASTER LAY IN CHARMING STORIES OF DEMOLT THE ELDER
1532,IN FIVE MINUTES OUR NEW WORLD AND MY MELANCHOLY ROOM WAS FULL OF A LIVELIEST FRENCH COMPANY
1533,THE SOUND OF AN IMPAIRED OF AN UNCERTAIN BELL OVER CALLED ME INTO THE REGIME TO THE REGIONS OF REALITY
1534,AMBOAS MET ME UPON THE STAIRS AND SHARED ME THE WAY TO THE SUPPER ROOM
1535,SHE SIGNED TO ME WITH A GHOSTLY SLIMITY TO TAKE THE VACANT PLACE ON THE LEFT OF HER FATHER
1536,THE DOOR OPENED AGAIN WHILE I WAS STILL STUDYING THE TWO BROTHERS WITHOUT IDOLOUSLY CONFESSED IN VERY FAVORABLY IMPRESSED BY EITHER OF THEM
1537,A NO MEMBER OF THE FAMILY CIRCLE WHO INSTANTLY ATTRACTED MY ATTENTION ENTERED THE ROOM
1538,A LITTLE CRACKED THAT IN THE POPULAR PHRASE WAS MY IMPRESSION OF THE STRANGER WHO NOW MADE HIS APPEARANCE IN THE SUPPER ROOM
1539,MISTER MEDICAL THE ELDER HAVE IT NOT SPOKEN ONE WORD THUS FAR HIMSELF AT HER DUTIES THE NEW COMER TO ME WITH A SIGLENESS OF HIS SONS WHICH HAD SOMETHING LIKE DEFIANCE AND AT A GLANCE WHICH AS I WAS SORRY TO NOTICE WAS RETURNED WITH THE DEFIANCE ON THEIR SIDE BY THE TWO YOUNG MEN
1540,BUILD OF SUFFERING THIS IS MY OVERLOOKER MISTER YAWGO SAID THE OLD MAN FORMERLY PRESENTING US
1541,YES NOT WELL YES COME OVER THE OCEAN FOR REST AND CHANGE A SCENE
1542,THIS JAKA WAS IN AMERICA AND PHILIP
1543,MAKE A COINS WITH MISS YAHGO SIT TOGETHER
1544,THEY POINTEDLY DREW BACK FROM JOHN YAWGO AS HE APPROACHED THE CHAIR NEXT ME AND MOVED ROUND TO THE OPPOSITE SIDE OF THE TABLE
1545,A PRETTY GIRL IN'S A FAR AS I COULD JUDGE BY PARENTS AS A GOOD GIRL TOO DESCRIBING HER GENERALLY AMAZED THAT SHE HAD A SMALL HEAD WELL CARRIED AND WELL SET HER SHOULDERS FOR I GRAY EYES THAT LOOKED AT YOUR HONESTLY AND MEANT WITH THEY LOOKED A TRIM SLIGHT LITTLE FIGURE TO SLIGHT FAR ENGLISH NOTIONS
1546,ARE FIRST IMPRESSIONS OF PEOPLE ARE IN NINE CASES OUT OF TEN THE RIGHT IMPRESSIONS
1547,FOR ONES ON WAY I PROVED A TRUE PROPHET
1548,NO NATUREFUL CONVERSATION WAS THE CONVERSATION CROSSED THE TABLE BETWEEN ALE AND ME
1549,YOU LOOKED UP AT NOW ME GOTINGLY FROM HIS PLAY AND LOOKED DOWN AGAIN SLOWLY WITH A FROWN
1550,WHEN I DRESSED AT ME HE ANSWERED TOO STRANGELY
1551,A MORE DREARY IN MORE DISTANT FAMILY PARTY I NEVER SAT OF TABLE WITH
1552,INVY HATRED MALICE AND UNTROUBLEDNESS ARE NEVER SO ESSENTIALLY DETESTABLE TO MY MIND AS WHEN THEY ARE ANIMATED BY THE SENSE OF PROPRIETY AND WORK UNDER THE SURFACE BUT FOR MY INTEREST AND MAY OWE ME AND MY OTHER INTEREST IN THE LITTLE LOOKS WHICH I NOW AND THEN SURPRISED PASTE BETWEEN HER ANNEBROWS
1553,I WISH YOU COULD NOT SHE LAID HER BONY HANDS ON THE BACK OF MISTER MEADOW CROSS IN LITTLE CHAIR CUT HIM SHORT IN HIS FAREWELL SALUTATION TO ME AND WE'LL THE MOUTH TO HIS BED AS IF SHE WERE WHEELING HIM OUT TO HIS GRAVE
1554,YOU WILL REQUIRE QUITE RIGHT TO SAY NO EVER'S BEGAN NEVER SPOKE WHICH ON YOGO HIS CIGARS WILL POISON YOU
1555,ANY ONLY SHOOK A FOREFINGER REPROACHFULLY AT THEM AS IF THE TWO STURDY YOUNG FARMERS HAD BEEN TOO CHILDREN
1556,SILAS FLUNK AWAY WITHOUT A WORD OF PROTEST AMOROUS GROUND EVIDENTLY MEANT ON THE KEENEST PEACE WHEN THEY KNOW ME BEFORE LEFT HER SEEING THAT I WAS IN THE WAY I WALKED ASIDE TOWARD A GLASS DOOR THE LOWER END OF THE ROOM
1557,IT IS MANIFEST THAT MAN IS NOW SUBJECTS TO MUCH VERY ABILITY
1558,SOON IS WITH THE LOWER ANIMALS
1559,THE VERY BILLITY OF MULTIPLE PARTS
1560,BUT THIS SUBJECT WILL BE MORE PROPERLY DISCUSSED WHEN WE TREAT OF THE DIFFERENT RACES OF MANKIND
1561,IF ACTS OF THE INCREASE USE AND DISUSE OF PARTS
1562,CHAPTER SEVEN ON THE RACES OF MAN
1563,AND DETERMINING WHETHER TWO AMOR ALLIED FORMS OUGHT TO BE RAN TO SPECIES OR VARIETIES NATURALISTS ARE PRACTICALLY GUIDED BY THE FOLLOWING CONSIDERATIONS NAMELY THE AMOUNT OF DIFFERENCE BETWEEN THEM AND WHETHER SUCH DIFFERENCES RELATE TO FEW OR MANY POINTS OF STRUCTURE AND WHETHER THEIR EFFICILOGUE
1564,HE LEVIED A CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THERE WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURE LEISURELY ALONG TO AVOID PAIN THE PRIZE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEADENS AND THE VALLEY OR ON THE BANKS OF THEIR RIVER
1565,SUCURE AS HE THOUGHT AND THE CAREFUL HAD BEEN DISTRACTED IN A JUSTICE IN THAT CITY AND THE CHARACTER OF ITS WELL DISPOSED THE INHABITANTS THE GOOD HAD IGOW WAS FAR FROM THINKING THAT ANY DISASTER COULD BEFALL HIS FAMILY
1566, RIDALL FOR AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT MADE
1567,IN A MOMENT HE COMMUNICATED HIS THOUGHTS FOR HIS COMPANIONS AND IN THE NEXT MOMENT THEY RESOLVED TO TURN BACK AND CARRY OUR OFF TO PLEASE RUDAL FOR THE RICH WHO ARE OPEN HANDED ALWAYS FIND PARASISE READY TO ENCOURAGE THEIR BAD PROPENSITIES AND THUS TOOK AT THIS WORK OF THIS WICKED DESIGNATE TO ENCOURAGE THEIR BAD PROPENSITIES AND THUS TOOK AT THIS
1568,THEY DREW THEIR SWORDS HAD THEIR FACES IN A FLAPS OF THEIR CLOAKS TURNED BACK AND SOON CAME IN FRONT OF THE LITTLE PARTY WHO HAD NOT YET DONE GETTING THANKS TO GOD FOR THEIR ESCAPE FROM THOSE OLD DATIOUS MEN
1569,FINALLY THE ONE PARTY WENT OFF EXACTLY AND THE OTHER WAS LEFT IN DISILLATION AND WILL
1570,WE'RE BOTH FOR RIVE AT HIS OWN HOUSE WITHOUT ANY IMPEDIMENT ANY ACADIOUS PARENTS REACHED THEIRS HEART BROKEN AND DESPAIR
1571,MEANWHILE RUDALPHILE HAD LOCATED A SAFE IN HIS CUSTOM AND HIS OWN APARTMENT
1572,TUCATIUS ME I AM I AM READ
1573,MOTHER DEAR FATHER DEAR ME
1574,IT IS THE ONLY IMMENSE I ASK OF YOU FOR THE WRONG YOU HAVE DONE ME
1575,SHE FOUND THE DOOR BUT IT WAS LOCKED OUTSIDE
1576,SHE SUCCEEDED IN OPENING THE WINDOW AND THE MOONLIGHT SHOWN IN SO BRIGHTLY THAT SHE COULD DISTINGUISH THE COLOR OF SOME DAMASK HANGING IN THE ROOM
1577,SHE SAW THAT THE BED WAS GILDED AND SO RICH THAT IT SEEMED THAT OF A PRINCE ABOUT THAT OF A PRIVATE GENTLEMAN
1578,AMONG OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW
1579,THIS PERSON WAS RESOLVED WITH THOUGH HE HAD GONE TO LOOK FOR HIS FRIENDS HAD CHANGED HIS MIND IN THAT RESPECT NOT THINKING IT ADVISABLE TO A QUAINT THEM BUT HAD PASSED BETWEEN HIM AND THE GIRL
1580,ON THE CONTRARY HE RESOLVED TO TELL THEM THAT REPENTING OF HIS VIOLENCE AND MOVED BY A TEARS HE HAD ONLY CARRIED HER HALF WAY TO WORDS AS HOUSE AND THEN LET HER GO
1581,JOINKING WITH A MOTIONED YO MADE A SIGN TO HER PARENTS THAT SHE WISHED TO BE ALONE WITH THEM
1582,THAT WOULD BE VERY WELL MY CHILD REPLIED HER FATHER IF YOUR PLAN WERE NOT LIABLE TO BE FRESHED BY ORDINARY CUNNING BUT NO DOUBT THIS IMAGE HAD BEEN ALREADY MISSED BY HIS OWNER AND HE WOULD HAVE SET IT DOWN FOR CERTAIN THAT IT WAS TAKEN OUT OF THE ROOM BY THE PERSON HE LOCKED UP THERE
1583,WHAT YOU HAD BEST DO MY CHILD IS TO KEEP IT AND PRAY TO IT THAT SINCE IT WAS A WITNESS TO YOUR UNDREAM IT WILL DAIN TO VENTURE CAUSE BY THIS RIGHTEOUS JUDGE
1584,THUS DID THEY SHOW MAIN AND WRITE MINDED FATHER COMFORT HIS UNHAPPY DAUGHTER AND HER MOTHER EMBRACING HER AGAIN IT ALL SHE COULD TO SO THE FEELINGS
1585,SHE MEANWHILE PASSED HER LIFE WITH HER PARENTS IN THE STRICTEST RETURNANT NEVER LETTING HERSELF BE SEEN BUT SHINING EVERY EYE LISTED SHOULD READ HER MISFORTUNE IN HER FACE
1586,TIME ROLLED ON THE HOUR OF HER DELIVERSARY ARRIVED IT TOOK PLACE AND THE UPLACY HER MOTHER TAKING UPON HER THE OFFICE OF IT WIFE AS SHE GAVE BIRTH TO A SON WHAT ARE THE MOST BEAUTIFUL EVER SEE
1587,WHEN THE BOY WALKED THROUGH THE STREETS BLESSING AWAY SHOWERED UPON HIM BY ALL WHO SAW HIM BLESSING UP ON HIS BEAUTY ABOUT ON THE MOTHER THE BOYM UPON THE FATHER THAT BEGOT HIM UP ON THOSE WHO BROUGHT HIM HOT SO WELL
1588,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CALM COURSE OF HORSEMEN
1589,THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE IN SHE HAD TAKEN AWAY WAS STILL ON THE SAME SPOT
1590,LUUS WAS OUT OF DANGER IN A FORTNIGHT AND A MONTH HE ROSE FROM HIS BED AND DREWING ALL THAT TIME HE WAS VISITED DAILY BY HIS MOTHER AND GRANDMOTHER AND TREATED BY THE MASTER AND MISTRESS OF THE HOUSE AS IF HE WAS THEIR OWN CHILD
1591,THUS SAYING AND PRESSING THE CRUCIFIX TO HER BREAST SHE FELL FAINTING INTO THE ARMS OF DAWNY HIS SONYA WHO WAS A GENTLEWOMAN TO WHOSE SEX PITY IS A NATURAL AS CRUELTY AS TO MAN INSTANTLY PRESSED HER LIPS TO THOSE THE FAINTING GIRL
1592,I HAVE GREAT THINGS TO TELL YOU SAID NORA SAID DARNA TO HER HUSBAND THE QUEEN AND SUBSTANCE OF WHICH IS THIS THE THING GIRL BEFORE YOU IS YOUR DAUGHTER AND THE BOY IS YOUR GRANDSON
1593,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFOENED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON
1594,JUST THEN LEOPADE I CAME TO HERSELF AND EMBRACING THE CROSS SEEMED CHANGED INTO A SEA OF TEARS AND A GENTLEMAN REMAINING IN US OF A WILDERMENT UNTIL HIS WIFE HAD REPEATED TO HIM FROM BEGINNING TO END THERE KATE AS HOLSTER AND HE BELIEVED IT
1595,SO PERSUASINGLY WERE HER ENTREATIES AND SO STRONG RESURANCE AS THAT NO HARM WHATEVER COULD RESULT TO THEM FROM THE INFORMATION SHE SOUGHT THEY WERE INDUCED TO CONFESS THAT ONE SUMMER'S NIGHT THE SAME SHE HAD MENTIONED THEMSELVES IN ANOTHER FRIEND BEING OUT ON A STROLL
1596,FOR GOD'S SAKE MY LADY MOTHER DID ME A WIFE FOR WOULD BE IN A AGREEABLE COMPANION NOT ONE WHO ROSE DISCUSSED ME HE SAID AT ME BOTH VERY EVENLY AND WITH MUTUAL GOOD WILL THE YOKE IMPOSED ON US BY HEAVEN AND SAID A PULLING THIS WAY AND THAT WAY AND FRETTING EACH OTHER DEATH
1597,HER BEARING WAS GRACEFUL AND ANIMATED SHE LED HER SON BY THE HAND AND BEFORE HER WALK TO MATES WITH WAXELITES AND SILVER CANELSTICS
1598,ALROS TO DO HER REVERENCE AS A SOMETHING FROM HEAVEN HAD BEEN IRACULOUSLY APPEARED BEFORE THEM BUT GAZING ON HER AND TRANS WITH ADMIRATION NOT ONE OF THEM WAS ABLE TO ADDRESS A SINGLE WORD TO HER
1599,SHE REFLECTED HOW NEAR SHE STOOD TO THE PRICES WHICH WAS TO DETERMINE WHETHER SHE WAS TO BE BLESS OR UNHAPPY FOR EVER AND RACKED BY THE INTENSITY OF HER MOTIONS SHE SUDDENLY CHANGED COLOR HER HEAD DROPPED AND SHE FELL FORWARD IN A SWOON INTO THE ARMS OF THE DISMAYED A DEFINING
1600,HIS MOTHER HAD LEFT HER TO HIM AS BEING HER DESTINED PROTECTOR BUT WHEN SHE SAW THAT HE TOO WAS IN SENSIBLE SHE WAS NEAR MAKING A THIRD AND WOULD HAVE DONE SO HAD HE NOT COME TO HIMSELF
1601,NO THEN SON IN MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIDE I SAY REAL BECAUSE SHE IS THE ONE WHOM YOU FATHER AND I HAVE CHOSEN FOR YOU AND A PORTRAIT WAS PRETENCE
1602,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOAT FASTEST AND THEIR EJACULATION'S WOMEN MOST EXPRESSES OF DESPAIR THEY'LL KATY I GUESSINE'S OF RECOVER AND BROUGHT BACK GLADNESS FOR THE HEARTS OF ALL
1603,WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF AND RED OFF HIS ARMS WOULD HAVE DISENGACIOUS HERSELF NO SAID YOU ARE HE SAID THAT MUST NOT BE STRIVE NOT TO WITHDRAW FROM THE ARMS OF HIM WHO HOLD YOU IN HIS SOOT
1604,THIS WAS DONE FOR THE EVENT TOOK PLACE HAD A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF A MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH I NOW SO PROPERLY REQUIRED
1605,NOR WAS FOR DOFFAL LESS SURPRISE THAN THEY AND A BETTER TO ASSURE HIMSELF WHO SO WONDERFUL EFFECT HE BEGGED NO KATE YET TO GIVE HIM SOME TOKEN WHICH HAD MAKE PERFECTLY CLEAR TO HIM THAT WHICH INDEED HE DID NOT DOUBT SINCE IT WAS AUTHENTICATED BY HIS PARENTS
1606,YOU KNOW CAPTAIN LEAK
1607,SAID LORD CHAUFORT ADDRESSING ME
1608,HE HAD HIS HAND UPON LAKE SHOULDER
1609,THERE COUSINS YOU KNOW WE ARE ALL COUSINS
1610,WHATEVER LORD CHILLFORD SAID MISS BRAND AND RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE
1611,BUT HER GREETING TO CAPTAIN LICK WAS MORE THAN USUALLY HAUGHTY AND FROZEN AND HER FEATURES I FANCIED PARTICULARLY PROUD AND PALE
1612,AT DINNER LAKE WAS EASY AND AMUSING
1613,I'M GLAD YOU LIKE IT SAYS WILDER CHUCKLING BINNINGANTLY ON IT OVER HE SHOULDER
1614,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS
1615,AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURN AT THE LAMP AND CONTEMPLATED THE LITTLE PARALLELOGRAM WITH A GLEAM OF SLI A NEWSAMENT
1616,I WAS THINKING IT'S VERY LIKE BEAT PIECE OF HEARTS ANSWERED THE CAPTAIN SOFTLY SMILING ON
1617,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS FLY EYES
1618,AND WILDER LAUGHTER LAUGHED TOO MORE SUDDENLY AND NOISILY THAN THE HUMOR OF THE JOKES SEEMS QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNER'S OF HIS EYES UNLAKE BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY
1619,DO YOU KNOW OH I REALLY CAN'T TELL BUT HE'LL SOON TIRED OF COUNTRY LIFE
1620,HE'S NOT A MAN FOR COUNTRY QUARTERS
1621,I HAVE HORRID DREAM ABOUT HIM LAST NIGHT THEN
1622,OH I KNOW THAT'S LORD BRANDING
1623,ALL THE TIME HE WAS TALKING TO ME HIS ANGRY LITTLE EYES WERE FOLLOWING WEEK
1624,MISS LAKE DECLINED THE CARRIAGE TO NIGHT
1625,AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY
1626,WHICH DON'T THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY
1627,IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER
1628,I THIS TIME LORD CHILFRED AND WILDER RETURNED AND DISGUSTED RATHER WITH MYSELF I REMED IT ON MY WANT OF GENERALSHIP
1629,AND HE MADE A LITTLE DIP OF HIS KING TOWARDS BRENDED HALL OVER HIS SHOULDER
1630,YES SO THEY SAID BUT THAT WOULD I THINK HAVE BEEN WORSE
1631,IF A FELLOW'S BEEN A LITTLE BIT WILD HE IS BEALS ABOUT IT ONCE
1632,BROUGHT DINS A VERY GOOD FELLOW I CAN ASSURE YOU
1633,I DON'T KNOW WHEN CAN'T SAY HOW YOU FIND GENTLEMEN TO FIND WICKEDNESS ONLY AS AN OBSCURE FEMALE I SPEAK ACCORDING TO MY LIGHTS AND HE IS GENERALLY THOUGHT THE WICKEDEST MAN IN THIS COUNTY
1634,WHILE YOU KNOW RADIE WOMEN LIKE WICKED FELLOWS IT IS CONTRAST I SUPPOSE BUT THEY DO AND I'M SURE FROM WHAT BROUGHTON HAS SAID TO ME I KNOW HIM INTIMATELY THAT DORCAS LIKED HIM AND I CAN'T CONCEIVE WHY THEY ARE NOT MARRIED
1635,THERE WALKED CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID
1636,NOW THAT'S HIM POSSIBLE RADIE FOR I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST WHILE WE WERE TALKING
1637,THERE WAS A BRIGHT MOON LIGHT BROKEN BY THE SHADOWS OF OVER HANGING BOUGHS AND WITH THEIR LEAVES AND THE MUDDLE LIGHTS AND SHADOWS GLIDED ODDLY ACROSS HIS PAIL FEATURES
1638,DON'T INSULT ME STANLEY BY TALKING AGAIN AS YOU DID THIS MORNING
1639,WHAT I SAY IS ALTOGETHER ON YOUR OWN ACCOUNT
1640,MARKED MY WORDS YOU'LL FIND HIM TOO STRONG FOR YOU I AND TOO DEEP
1641,I AM VERY UNEASY ABOUT IT BUT EVER IT IS I CAN HELP IT
1642,TO MY MIND THERE HAS ALWAYS BEEN SOMETHING INEXPRESSIVELY AWFUL IN FAMILY FUBES
1643,THE MYSTERY OF THEIR ORIGIN THEIR CAPACITY FOR INVOLVING LATENT FACULTIES OF CRIME AND THE STUDY BY TALITY WITH WHICH THEY SURVIVED THE HERS AND SPEAK THEIR DEEP ABOUT MALTIMITIES IN EVERY NEW BORN GENERATION HAVE ASSOCIATED THEM SOMEHOW IN MY MIND WITH A SPELL OF LIFE
1644,THE FLOOR MORE THAN ANYTHING ELSE SHOWED THE GREAT AGE OF THE ROOM
1645,MY BED WAS UNEXPECTEDLY COMFORTABLE BUT IN MY THEN MOOD I COULD HAVE WISHED IT A GREAT DEAL MORE MODERN
1646,IT CURTAINS WERE OF THICK AND FEEDED TOP THE STREET
1647,ALL THE FURNITURE BELONGED TO OTHER TIMES
1648,I SHAN'T TROUBLE YOU ABOUT MY TRAIN OF THOUGHTS OR FANCIES BUT I BEGAN TO FEEL VERY LIKE A GENTLE MAN IN THE GHOST STORY WHAT SHE EXPERIMENTSILY IN A HAUNTED CHAMBER
1649,I DID NOT EVEN TAKE THE PRECAUTION OF SMOKING UP THE CHIMNEY
1650,I'D BOLDLY LIGHTED MY INTERRUPTED
1651,A COLD BRIGHT MOON WAS SHINING WITH CLEAR SHARP LIGHTS AND SHADOWS
1652,THE SUMMER OLD TREES LIKE GIANT A CURSE PLUMS BLACK AND AWFUL
1653,SOME HOW I HAD GROWN NERVOUS
1654,A LITTLE BIT OF PLAST HER TUMBLED THEM THE CHIMNEY AND STARTLED ME CONFOUNDEDLY
1655,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRENDING DREW UP BEFORE THE LITTLE GARDEN RICKET OF RED MINES FARM
1656,WELL SHE WAS BETTER THOUGH SHE HAD A BAD NIGHT
1657,SO THERE CAME A STEP AND A LITTLE RUSTLING OF FEMININE DRAPERIES THE SMALL DOOR OPENED AND RACHEL ENTERED WITH HER HAND EXTENDED AND THE PALE SMILE OF VULCAN
1658,WOMEN CAN HIDE THEIR PAIN BETTER THAN WE MEN AND BEAR IT BETTER TOO EXCEPT WHEN SHAME DROPS FIRE INTO THE DREADFUL JEALOUS
1659,BUT POOR RACHEL LAKE HAD MORE THAN THAT STOLICAL PAPA SEE WHICH ENABALS THE TORTURED SPIRITS OF HER SEX TO LIFT A PALE FACE THROUGH THE FLAMES AND SMILE
1660,THIS TRANSIENT SPRING AND LIGHTING UP OUR BEAUTIFUL A GLAMOUR BEGILING OUR SENSES
